tweet,class
واسيبهم وامشي مسمعش كلامهم,neg
,neu
اشراقه روح محطة الرمل,neu
اللهم اقض حاجتنا نستطيع صياغتها دعاء اعلم منا واقد منا,neu
غيرو يفرحني معاهم ايفون بيفولوا,pos
سانتظرك طال الزمان فاني رفعت يدي داعيا باسمك والله يرد اليد المرفوعة بالدعاء خائبه ابدا,pos
تجيبي الايفون حبا,neu
الفيلم ماكس خلص نروح سي,neu
للنسيان,neg
الله يسامحك مابي ادعي بلحظه غضب,neg
بنتكبر ونتغر عليكوا,neg
شباب رتويت بليز ضروري,neu
واقفه عادي,neu
لسه ملقتش يحبني مابحبه,neg
الحلم فيلم البطل,neu
مينا مشلش الفولو عندها فانز مينا فين انفولوا,neu
ربك ساترها الناس,neu
استاذ محماه,neu
ق لله,neu
الحياة عطياني ضهر دين امها,neg
الوطن محسن الجلاد يكتب ثورة وبداية الانهيار,neu
الثبات والسقوط تارجح حافظ نقطه الثبات حائلا تقع,neu
صباح الخير يقول ابن الجوزي الزمان يثبت حال فتارة فقر وتارة غني وتارة عز وتارة ذل فالسعيد تقوي الله جل جلاله,neu
مهو شغال عادي المشكله الفون كله حاول تحب اللاب,neu
روعة مصر الدنيا زمن فساد مبارك,pos
الحك,neg
سلوني الناس حبك اقول بلا ضروري اقنع العالم بشي جازلي,pos
قلقت نص ساعة كدة مبحلق التويتة عارف ارد اروح شوية وارجع افتح عارف اقول,neg
حاسس كلمه بكتبها تشرد سامحني رب انسان فاضي بسلي نفسي بدل اكتئب اشد بودره,neg
تجنني قوي فرسه يلا تعالي خاص,pos
ربكم كريم رحيم تواب عودوا واسترحموه واستغفروه حصل الذنب يغفر الذنب ويقبل التوب,neu
طريقك وحدك يرافقك احدهم لفترة الوقت يكمله احد غيرك جلال الدين الرومي,neu
عارفه الصراحه معرفتش انام,neu
عيش لوحدك تموت احسن تفرض نفسك عيزك,neg
بحب بيعاملني بمجامله,neg
عربية لحمة جنب كام جسد اتقتل واتحرق ماسر خلوهم الاف بعدد لحوم البشر جزروهم وحرقوهم رابعة واخواتها رموهم السجن,neg
بيكره مستحيل تشيل الفكرة دماغه,neu
بني وهوه خدوا بالكم فرق الاقتصاد القبلي العائلي والاقتصاد القومي القومي بناع الدول علم كبير ومستوي,neu
تعالي زوبري شرموطه,neg
التريند ماله اهبل تفاهه,neg
اسفين توب صح عمال اقول بالحنية اهو افطرها اسكندرية واحدة عاوزة ورد واحدة عاوزة قلب فاضي قلب ادي محدش بيكبر,neu
حرب مصر ارهاب بكرة تدرس حرب اكتوبر,neu
البت واثقه نفسها بترسم بالالوان وشها حقيقة,neu
بالله,neu
قال معتز الشعب كله بنها,neg
مرتضي العبيط,neg
عايزين مينا تويتر كا,neu
خايك معا حمد ويقولوله دودو,neu
وانتي وجهلك كلام,neg
اسطي حنجرتك بالدنيا حصل,neu
مكنش برد شخرت,neg
اهداف وفرص ريال مدريد كلاسيكو كاس الملك,neu
حبك ليا غالي عليا احسه بقلبي اشوفه بعيني حبك ليا بيطمني بيعيشني احلي سنيني,pos
تصحيك النوم,neu
اخويا مشكلة بني ارحمني,neg
ربك بغافل تعملون,neu
سوال جبر موقوف مستبعد,neu
خلاص مهو دخل افكسو لهاتاج ونكتب اشتاج ترحيب بيه فتويتر,neu
نورت توتير مينا,pos
كسبنا دمنهور متصدر تكلمني المصري يعملها انبي,pos
ذ ر ت اار ض ش ق س ح ت ض ن قصائد ت ت ت ه ن ااجل,pos
دفئها ضل السرير يغار استوحشت اناملي واضافري غاصت بخصر ثمار وتوطنت شفتاي ابتداء ترتشف شهقاتها زاد الثوار اكليل ورد رحيقها,pos
اللجوء صلاح بتخليني اعدي حاجات بفضل ربنا عليا,pos
الله ينور سطي,pos
حبيبتي انتي ربنا يقومك بالسلامه ويشفيكي رب اول تطلعي طمنيني عليكي,pos
انصر احبيبي اه الامتحانات,neu
قمة القسوة بحق ذاتك تعيش ارضاء حولك ليعيشو كسر جميل فيك,neg
ماشي هربيك الكلام,neg
طمني الما ت فية ورايح فين بتفرج,neu
مسهل رب,neu
اشد مراحل النضوج العقلي ايقانك التام بان شيء نهاية سيئا جميلا بحياتك,neu
تقبل السئ الاسوء قادم,neg
العلاقة المتدهورة,neg
ماريتيمو عايزين مليون جنيه يرجعوا محمد ابراهيم وانبي عايزه مليون مومن زكريا,neg
التواصل بيننا توتير نوع المودة والرحمة وزم نسال ونطمئن اخق الكريمة تسود الناس,pos
الاطمئنان تخاف فتمسك يدك وتضعها قلبك وتقول رب القلب وهبته قر منك الامان الاطمئنان,pos
علوقيه الامتحان,neg
معناها المعني الظاهر معناها نفسها الجنة حال افضل وده القصد,neu
نفسي اتولد مخلص ه تعليم,neg
ايوه ريس,neu
بتخنق اوي الراجل ايده كيس لب وطول ماشي يقزقز,neg
بدك تنيك بناتك يك وتحس بللذه بجد,neu
مرحبا,neu
اجمل تتنازل ممتعات الحياه تجلس ساكتا وحيدا متاملا منظر السماء هدوء تام يوميات جيمي,pos
خلصت الريبورت,neu
هفضل مستني حب بتدور الغياب عتاب اتهز عمرو دياب,neg
ابوجبل احسن جنش التمرحن ة الزمالك ماساة الحر اس,neg
يصل الما نن,neu
المصدر السيسي يلتقي الرئيس الصومالي بقصر الاتحادية للتفاصيل,neu
بنت وامها اللذ لذه الكرسمس,pos
اسكندرية عايزاكم والله ماتيجوا,pos
اصل ايدخل الهاشتاج ايعرف ترند بوست متكر فيهو تفاعل ناس بتكتب,neu
وعلي اسبيل السعادة اخيرا قبلت بسبوسة وقولتلها واديتها الهدية بتاعتها,pos
الفقر فقر القيمة وانتوا اغني ناس بالفقر,neg
افاتار العومق,neu
حاجة منتهي التفاهة,neg
حسدوني بزيادة,neg
اكل اخير,pos
بخير واسرتك الكريمة,pos
ربنا يرحمك يوسف اتمني ربنا يكتبلنا الدوري بتاعك رب,pos
رنا سماحة عندما سعيت لدعمك تعرفت اشخاص يملكون قلوبهم الطيبه ويسعون لهدف دعمك الجيش الرنوشي رنا سماحة عمرو الليثي,pos
رنا سماحة فخامة الاسم تكفي رنا سماحة عمرو الليثي,pos
امتي نبدا امتحانات,neu
للاسف قادر انسي اصلا,neg
حقيقي فعلا الاحترم والتقدير روان,pos
كنتي ملكه شيرو عايزين مينا تويتر,pos
جديد سوي اعمارنا تزيد ولازلنا ربنا قص رين,neg
عارف الم المنهج,neg
شكرا جزي,pos
استاذ امير سلامنا وتحياتنا وانك خير ممثل لمصر لجنة حكم ستاراكاديمي نرجو حضرتك توفي بوعدك لمحمد شاهين وتقف معاه,neu
بدونك طعم لوجودي,neg
سهل طويل الحمد لله عقبال الباقي عملت,pos
تتوقعي انتي تشوفي خيرف حياتك,neg
فضولي فشخ,neu
ابن كلب وسخ عقيم بضان وقف القطر الله يحرقك اخرتني,neg
دراعك اليمين كبير,neu
شيرو نفسنا تحضري وتولعوها المصرين تتعوض تحتفلو بعيد ميلادو,pos
صباح الخيرات,pos
مم حسالك تسلم,neu
حب لصوتك اضعافه رنا سماحة عمرو الليثي,pos
عندما تتحدثون الطرب يجب ذكر رنا سماحة رنا سماحة عمرو الليثي,pos
ليدي جاجا لسه معدتش التلاتين,neu
الاغنيه حبتها واول مره اسمعها يوسف رنا سماحة عمرو الليثي,pos
وبروح صورتك اخدها حضني وانام اهي بتصبرني الايام دايما روحك حوليا مكان وحشتني اوي,pos
اروح اخدلي استراحه مذاكره الفاصل بدل اشيل الترم اول فشل رنا سماحة عمرو الليثي,neg
للهول,neg
كلنا فاضل هبه ونورهان وايمي تمام هنشتغل الهاشتاج,neu
رنا بتسقف رنا سماحة عمرو الليثي,neu
دايما بتاخد مننا اعز واغلي ماعندنا,neg
الغرور مخبا تلجا المراه الفاشلة,neg
نتحدث الوتس اب,neu
محمد ابراهيم راح الاهلي بجد,neu
اللهم اجعلنا اصحاب القلوب الطاهرة البيضاء رب العالمين,pos
